retweet_count,favorite_count,reply_count
0,0,0
27,267,5
30,286,7
29,192,3
19,143,4
16,147,4
16,143,2
19,169,3
22,195,9
0,0,0
46,589,36
0,0,0
17,153,1
77,515,11
0,0,0
0,0,0
1952,13387,45
0,0,0
87,899,27
0,0,0
0,0,0
41,608,6
677,4364,11
3883,14391,122
3055,14495,91
212,2138,9
284,2368,13
313,1874,8
1139,9103,31
19,162,15
4543,18017,195
233,2547,15
191,1687,11
980,6101,26
538,3936,25
7103,27986,250
73,921,14
0,0,0
0,0,0
1706,9245,49
526,3792,35
0,0,0
0,0,0
25,225,0
0,0,0
80,885,3
94,1032,2
98,1134,10
829,7631,41
0,0,0
9,215,1
0,0,0
187,3535,20
583,3045,9
1299,8150,24
2431,14399,106
959,6439,59
380,2884,11
180,2208,8
102,935,3
0,0,0
525,5030,10
349,3531,20
232,2010,15
3821,21562,122
133,1140,9
0,0,0
81,758,9
39,383,7
830,5381,22
182,1425,5
589,4879,18
0,0,0
367,2817,13
39,654,3
8,191,3
0,20,0
0,25,1
0,15,0
729,7091,240
447,2519,14
3633,15043,72
476,4315,20
6438,32254,202
1294,10430,18
145,1370,8
922,5176,31
264,2014,16
970,5804,43
186,1653,8
2342,12242,67
140,1098,7
1156,7296,33
360,2818,22
3578,14071,154
186,1559,27
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
144,1800,5
112,1121,15
0,0,0
103,930,8
0,0,0
1047,11511,88
60,643,7
0,0,0
57,769,9
1236,8491,65
28,168,4
222,1745,9
3930,22651,90
376,2691,14
0,0,0
391,2820,23
314,2927,12
1931,11604,76
753,4648,10
745,5617,64
213,1457,7
765,4608,32
1406,8542,34
324,2698,28
0,0,0
878,5803,55
1979,12811,68
170,1634,25
810,4427,17
54,770,21
3216,20419,85
805,6775,35
243,1953,13
251,2377,7
431,3579,16
387,3322,11
15,127,3
508,2704,15
3613,19451,110
0,0,0
1053,8130,46
168,1356,24
115,976,19
0,0,0
0,0,0
