retweet_count,favorite_count,reply_count
0,0,0
354,3142,56
758,5201,54
3920,24764,255
462,2589,33
88,659,16
45,605,4
0,0,0
915,5113,60
382,2048,94
0,0,0
0,0,0
1605,10994,173
611,4148,228
2442,15560,144
559,2698,82
562,6678,105
369,2440,64
0,0,0
267,1447,26
0,0,0
0,0,0
0,0,0
0,0,0
2223,8209,152
0,0,0
147,1212,90
456,4009,84
0,0,0
