retweet_count,favorite_count,reply_count
666,5035,26
0,0,0
110,924,9
273,1608,14
42,524,8
3278,14114,134
320,2696,29
457,3009,35
1189,5926,35
513,3372,37
0,0,0
911,5839,55
784,7489,44
332,3564,18
1413,9135,49
399,2815,14
992,7585,74
293,2156,15
1648,7612,28
471,3374,54
554,3895,38
2606,12802,100
342,2358,18
80,842,12
64,817,5
71,1094,4
201,2047,18
53,937,8
0,3,0
1,3,2
0,0,0
18,209,6
609,5076,26
68,598,10
1,1,0
0,0,0
3750,19041,140
222,2372,7
272,3421,6
1973,15483,103
16,692,111
1,0,0
1,2,0
1,5,1
4,22,0
1,3,1
0,2,1
2,6,0
2,5,1
1,1,0
0,2,0
0,3,1
0,1,0
0,0,0
0,2,0
2,7,0
1,0,0
1,1,1
0,0,0
0,1,0
1,3,0
0,1,0
3,9,2
0,1,0
0,2,0
1,3,0
1,1,0
209,1687,38
0,1,0
0,1,0
0,1,0
1,1,0
1,1,1
0,0,0
1,0,0
0,7,0
0,2,1
0,0,0
1,2,1
0,0,1
0,4,0
0,1,1
1,2,1
1,5,1
1,1,1
1,1,0
1,4,0
1,2,0
0,2,0
0,1,0
0,0,0
0,1,1
0,0,0
0,1,1
1,0,0
0,3,0
2,4,1
1,2,0
0,3,0
0,3,0
485,2949,35
0,0,0
37,349,7
31,296,6
181,2123,15
82,958,17
207,1758,32
0,0,0
0,0,0
234,1829,14
156,1674,9
135,987,12
1663,12459,159
0,0,0
60,665,160
787,6835,43
1596,11926,45
865,6670,42
123,981,1
0,0,0
66,661,7
60,952,25
473,2886,19
2335,10921,57
1067,10222,30
107,1106,6
441,3128,29
93,1085,2
1578,10359,131
1813,8832,60
425,3160,20
1404,8704,54
566,4092,33
1467,8674,37
186,1699,5
1205,7027,84
1116,7110,41
476,3320,22
217,1708,14
1235,5890,34
234,2197,8
61,790,5
0,0,0
1056,6650,37
6003,30041,164
86,1062,11
0,0,0
238,2308,2
778,6512,14
73,851,5
393,3214,20
6,52,0
459,3148,4
523,3744,8
3560,16871,79
0,0,0
52,458,8
2,32,3
0,8,0
37,440,4
77,972,12
0,0,0
46,548,9
0,0,0
40,331,25
0,0,0
0,0,0
21,224,1
52,1035,9
128,963,4
1973,12972,32
76,571,1
682,4709,14
3280,15086,67
61,479,2
77,700,4
734,4553,27
